question,answer,question_type
4 kişilik 3 aile 7 gün boyunca bir tatil evini paylaştı.  Herkes yeni bir tane almadan önce günde 1 büyük boy plaj havlusu kullanmaktadır.  Çamaşır makinesi yük başına 14 büyük boy plaj havlusu alabiliyor.  Tüm büyük boy plaj havlularını yıkamak için kaç yük çamaşır gerekir?,4 kişilik 3 aile 7 gün boyunca toplamda 4 × 3 × 7 = 84 büyük boy plaj havlusu kullanır. Çamaşır makinesi yük başına 14 büyük boy plaj havlusu alabiliyor. Bu durumda toplamda 84 / 14 = 6 yük çamaşır gerekir.,"{""type"": ""problem çözme"", ""explanation"": ""Bu soru, verilen verileri kullanarak belirli bir durumu hesaplamanızı gerektirir. Toplam kullanılacak plaj havlusu sayısını ve çamaşır makinesinin kapasitesini göz önünde bulundurarak toplam yıkama yükünü hesaplamak, problem çözme yeteneği gerektirir.""}"
Normalde 3 dolar olan bir galon tam yağlı süt şimdi 2 dolara satılıyor. Bir kutu mısır gevreği 1 dolar indirimle satılıyor. 3 galon tam yağlı süt ve 5 kutu mısır gevreği alırsanız indirimlerle ne kadar tasarruf edersiniz?,"Tam yağlı süt: 3 galon x (3 dolar - 2 dolar) = 3 dolar tasarruf
Mısır gevreği: 5 kutu x 1 dolar indirim = 5 dolar tasarruf

Toplam tasarruf: 3 dolar + 5 dolar = 8 dolar","{""type"": ""hesaplama"", ""explanation"": ""Bu soru, indirimlerle sağlanan toplam tasarruf miktarını bulmak için gerekli olan maliyet hesaplamalarını gerektirir. Bu nedenle hesaplama (aritmetik) problemler kategorisine girer.""}"
"Janice'in ofisi üçüncü kattadır ve ofisine ulaşmak için 3 kat merdiven çıkması gerekmektedir.  Tek bir günde, üç kat merdiveni 5 kez çıkıyor, üç kat merdiveni 3 kez iniyor ve geri kalan zamanda asansörü kullanıyor.  Janice bir günde (yukarı ve aşağı) kaç kat merdiven inip çıkmaktadır?",Janice bir günde toplam 15 kat çıkıyor (3 kat x 5 kez) ve 9 kat iniyor (3 kat x 3 kez). Bu durumda Janice bir günde toplam 24 kat merdiven inip çıkmaktadır.,"{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, bir kişinin belirli bir faaliyet (merdiven çıkma ve inme) ile ilgili günlük toplam hareketini hesaplamayı gerektirir. Verilen sayılar üzerinden toplama işlemi yapılarak sonuç bulunur, dolayısıyla aritmetik bir problem türüdür.""}"
"Fern bir filme girmek için kimlik kontrolü yapıyor. Riverside Lisesi'nden 120 çocuğun %20'sini, West Side Lisesi'nden 90 çocuğun %70'ini ve Mountaintop Lisesi'nden 50 çocuğun yarısını reddetti. Kaç çocuk filme girebildi?","Riverside Lisesi'nden:

120 çocuğun %20'si reddedildi:
120 * 0.20 = 24 çocuk reddedildi.
Geriye kalan:
120 - 24 = 96 çocuk filme girdi.

West Side Lisesi'nden:

90 çocuğun %70'i reddedildi:
90 * 0.70 = 63 çocuk reddedildi.
Geriye kalan:
90 - 63 = 27 çocuk filme girdi.

Mountaintop Lisesi'nden:

50 çocuğun yarısı reddedildi:
50 * 0.50 = 25 çocuk reddedildi.
Geriye kalan:
50 - 25 = 25 çocuk filme girdi.

Toplamda filme giren çocuk sayısı:
96 + 27 + 25 = 148 çocuk.","{""type"": ""yüzde problemi"", ""explanation"": ""Bu soru, belirli gruplardan yüzde oranlarına göre kaç çocuğun reddedildiği ve sonuç olarak kaç çocuğun filme girebildiğinin hesaplanması gerektiği bir yüzde problemidir. Her okuldan kaç çocuğun reddedildiği bulunmalı ve ardından toplam kaç çocuğun kabul edildiği hesaplanmalıdır.""}"
Larry günde iki kez yarım saatini köpeğini gezdirerek ve onunla oynayarak geçiriyor. Ayrıca her gün beşte bir saatini köpeğini beslemek için harcıyor. Larry her gün köpeği için kaç dakika harcıyor?,"Larry, günde iki kez yarım saatini köpeğiyle geçirdiği için:

2 * 30 dakika = 60 dakika

Ayrıca köpeğini beslemek için her gün bir saatinin beşte birini harcıyor, yani:

1 saat / 5 = 12 dakika

Toplamda, Larry her gün köpeği için:

60 dakika + 12 dakika = 72 dakika harcıyor.","{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, belirli zaman dilimlerinin toplanmasını ve bu sürelerin dakikaya dönüştürülmesini gerektiren bir aritmetik problemidir. Saat ve dakika detaylarıyla işlem yapılmasını içerir.""}"
"Gerald beyzbol malzemeleri için ayda 100 dolar harcıyor. Sezonu 4 ay sürüyor. Beyzbol oynamadığı ayları tırmıklama, kürekleme ve çim biçme işlerini yaparak birikim yapmak için kullanmak istiyor. Her biri için 10 dolar alıyor. Malzemelerini biriktirmek için ayda ortalama kaç iş yapması gerekir?","Gerald'ın beyzbol malzemeleri için sezonda harcadığı toplam tutar 400 dolardır (100 dolar x 4 ay). Geriye kalan 8 ayda bu parayı biriktirmek istiyor. Her iş için 10 dolar aldığından, toplam birikim için yapması gereken iş sayısı 400 doları 10 dolara bölerek hesaplanabilir. Yani:

400 dolar ÷ 10 dolar/iş = 40 iş

Bu 40 işi 8 aya bölersek:

40 iş ÷ 8 ay = 5 iş/ay

Gerald'ın her ay ortalama 5 iş yapması gerekir.","{""type"": ""problem solving"", ""explanation"": ""Bu soru, matematiksel problemleri çözme ve çıkarımlarda bulunma yeteneğini test eder. Kişi, Gerald'in beyzbol sezonunda harcadığı toplam miktarı ve bu miktarı beyzbol oynamadığı aylarda iş yaparak nasıl denkleştirebileceğini hesaplamak zorundadır. Bu, toplam harcamaların hesaplanması ve ardından belirli bir ücret karşılığında ne kadar çalışılması gerektiğinin hesaplanmasını içerir.""}"
"Ann perde yapmak için kumaş kesiyor. Oturma odası için 4 feet'e 6 feet'lik bir dikdörtgen ve yatak odası için 2 feet'e 4 feet'lik bir dikdörtgen kesiyor. Eğer kumaş parçası 16 feet'e 12 feet ise, feet kare cinsinden ne kadar kumaş kalır?","Oturma odası için kesilen kumaşın alanı: 4 feet × 6 feet = 24 feet²

Yatak odası için kesilen kumaşın alanı: 2 feet × 4 feet = 8 feet²

Toplam kesilen kumaş alanı: 24 feet² + 8 feet² = 32 feet²

Başlangıçtaki kumaşın alanı: 16 feet × 12 feet = 192 feet²

Kalan kumaşın alanı: 192 feet² - 32 feet² = 160 feet²

Cevap: 160 feet² kumaş kalır.","{""type"": ""problem çözme"", ""explanation"": ""Bu soru, bir ana bütünden parçaların çıkarılması işlemini içerir ve kalan kısmı bulmayı gerektirir. Dikdörtgen alanlar hesaplanarak, toplam kumaşın alanından kesilen dikdörtgenlerin alanları çıkarılır. Dolayısıyla, soru geometri bilgisinin yanı sıra temel aritmetik işlemleri kullanarak bir problemi çözmeyi gerektirir.""}"
"Arnel'in her kutuda aynı sayıda kalem bulunan on kutu kalemi vardı.  On kalemi sakladı ve kalan kalemleri beş arkadaşıyla eşit olarak paylaştı. Arkadaşları sekizer kalem aldıysa, her kutuda kaç kalem vardır?",Her kutuda 10 kalem vardır.,"{""type"": ""word problem"", ""explanation"": ""Bu bir sözel problem tipindedir çünkü verilen koşullar ve bilinmeyenleri kullanarak matematiksel bir ifade oluşturulması ve çözülmesi gerekmektedir. Problem, kutulardaki kalemlerin nasıl dağıtıldığını ve her kutuda kaç kalem olduğunu araştırmaktadır.""}"
Caleb 10 kutu dondurma ve 4 kutu donmuş yoğurt aldı. Her bir kutu dondurmanın fiyatı 4 dolar ve her bir kutu dondurulmuş yoğurdun fiyatı 1 dolardı. Caleb dondurmaya dondurulmuş yoğurttan ne kadar daha fazla harcadı?,"Caleb dondurmaya 10 kutu x 4 dolar = 40 dolar harcadı.

Donmuş yoğurda ise 4 kutu x 1 dolar = 4 dolar harcadı.

Dondurmaya dondurulmuş yoğurttan 40 dolar - 4 dolar = 36 dolar daha fazla harcadı.","{""type"": ""problem solving"", ""explanation"": ""Bu soru, Caleb'in satın aldığı dondurma ve donmuş yoğurt için ne kadar harcadığını belirleyip, karşılaştırma yaparak arasındaki farkı hesaplamayı gerektirir. Dolayısıyla bu soru, verilen rakamlarla basit bir çıkarma işlemi yapmayı gerektirdiğinden problem çözme türünde bir sorudur.""}"
Leah mahalledeki ufak tefek işlerde çalışarak 28 dolar kazandı. Bunun yedide birini milkshake için harcadı ve kalanının yarısını tasarruf hesabına yatırdı. Kalan parayı cüzdanında bıraktı. Köpeği cüzdanını ele geçirdi ve içindeki 1 dolar hariç tüm parayı parçaladı. Leah kaç dolar kaybetti?,"Leah, kazandığı 28 doların yedide birini, yani 4 dolarını milkshake için harcadı. Geriye 24 dolar kaldı. Bu 24 doların yarısını tasarruf hesabına yatırdı, yani 12 dolarını yatırdı ve geriye 12 dolar kaldı. Köpeği cüzdandaki 12 doların 11 dolarını parçaladı. Leah, 11 dolar kaybetti.","{""type"": ""problemi çözme ve hesaplama"", ""explanation"": ""Bu soru, verilen bilgilere göre adım adım matematiksel işlemler yaparak çözülmesi gereken bir problemi içerir. Leah'ın toplam kazancını ve harcamalarını belirleyip köpeği tarafından parçalanan miktarı hesaplamak için hesaplamalar yapılmalıdır.""}"
Bir bahçede 25 gül var. 40 lale vardır. 35 papatya var. Çiçeklerin yüzde kaçı gül değildir?,"Bahçede toplam 25 + 40 + 35 = 100 çiçek vardır.

Gül olmayan çiçek sayısı: 40 (lale) + 35 (papatya) = 75

75 çiçek, toplam 100 çiçeğin yüzde 75'ini oluşturur.

Yani, çiçeklerin %75'i gül değildir.","{""type"": ""yüzde problemi"", ""explanation"": ""Bu soru, belirli bir miktarın toplam içindeki yüzdesini hesaplamayı içerir. Toplam çiçek sayısı içinde gül olmayan çiçeklerin yüzdesinin bulunması gerektiği için bu bir yüzde problemdir.""}"
"Leo'nun ödevi üç bölüme ayrılmıştı. Ödevinin ilk bölümünü 25 dakikada bitirdi. İkinci bölümü bitirmesi iki kat daha uzun sürdü. Eğer ödevini 2 saatte bitirebildiyse, Leo ödevin üçüncü bölümünü kaç dakikada bitirmiştir?","Leo ödevin ilk bölümünü 25 dakikada bitirmiştir. İkinci bölümünü bitirmesi, birincisinin iki katı süre aldığı için 25 x 2 = 50 dakika sürmüştür. Toplamda 2 saat, yani 120 dakika vardır. İlk iki bölüm toplamda 25 + 50 = 75 dakika sürmüştür. Üçüncü bölümün süresi, 120 dakikadan 75 dakikayı çıkararak hesaplanır: 120 - 75 = 45 dakikadır. Leo üçüncü bölümü 45 dakikada bitirmiştir.","{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, toplam süreyi ve her bölümün sürelerini kullanarak bilinmeyen bir değer olan üçüncü bölümün süresini hesaplamayı gerektiriyor. Verilen süreler arasında aritmetik işlemler yaparak sonucu bulmamız gerektiği için bir aritmetik problem olarak sınıflandırılır.""}"
"Liza kurabiye yapmak için 10 kilogram tereyağı aldı. Bunun yarısını çikolatalı kurabiyeler için, beşte birini fıstık ezmeli kurabiyeler için ve kalan tereyağının üçte birini de şekerli kurabiyeler için kullandı. Bu üç çeşit kurabiyeyi yaptıktan sonra geriye kaç kilogram tereyağı kalmıştır?","Liza'nın 10 kilogram tereyağının yarısını çikolatalı kurabiyeler için kullandığından bu miktar 10 / 2 = 5 kilogramdır.

Tereyağının beşte birini fıstık ezmeli kurabiyeler için kullandığından bu miktar 10 / 5 = 2 kilogramdır.

Kalan tereyağı miktarı 10 - 5 - 2 = 3 kilogramdır.

Kalan tereyağın üçte birini şekerli kurabiyeler için kullandığından bu miktar 3 / 3 = 1 kilogramdır.

Son olarak geriye kalan tereyağı miktarı 3 - 1 = 2 kilogramdır.

Bu nedenle, Liza'nın geriye 2 kilogram tereyağı kalmıştır.","{""type"": ""arithmetic"", ""explanation"": ""Bu soru, verilen miktarların ve oranların aritmetik hesaplamalarını gerektirir. Soru, tereyağının başlangıçta ne kadar olduğunu, farklı kurabiye türleri için ne kadar kullanıldığını ve geriye ne kadar tereyağı kaldığını belirlemek için bu miktarları çıkartma ve çarpma işlemlerini içeren bir problem çözmeye yöneliktir.""}"
"Bir kürk yapmak için 15 vizon derisi gerekiyor. Andy 30 vizon satın alır ve her vizon 6 yavru doğurur, ancak toplam vizonların yarısı aktivistler tarafından serbest bırakılır. Kaç tane palto yapabilir?","Andy başlangıçta 30 vizon satın alır. Her vizon 6 yavru doğurduğunda, toplam 30 * 6 = 180 yavru doğar. Bu durumda, toplam vizon sayısı 30 + 180 = 210 olur. Aktivistler tarafından toplam vizonların yarısı serbest bırakıldığında, geriye 210 / 2 = 105 vizon kalır. Bir kürk 15 vizon derisi gerektirdiğinden, Andy toplam 105 / 15 = 7 kürk yapabilir.","{""type"": ""problem solving"", ""explanation"": ""Bu soru temel olarak verilen verileri kullanarak sayısal işlemler yapmayı ve sonucu değerlendirmeyi gerektirir. Öğrencinin, toplam vizon sayısını hesaplaması ve ardından bu sayının kaç palto yapmaya yeteceğini belirlemesi gerekir. Dolayısıyla bu soru problem çözme yeteneğini test eder.""}"
Bir ikinci el araba galerisinde satılık 24 araba ve motosiklet (toplamda) bulunmaktadır. Araçların üçte biri motosiklettir ve araçların dörtte birinde yedek lastik bulunmaktadır. İkinci el araba galerisindeki araçların toplamında kaç lastik vardır?,"Galeride toplam 24 araç vardır ve bu araçların üçte biri motosiklettir.

Öncelikle motosiklet sayısını hesaplayalım:
24 aracın üçte biri:
\( 24 \times \frac{1}{3} = 8 \) motosiklet

Kalan araçlar arabadır:
\( 24 - 8 = 16 \) araba

Her motosikletin 2 lastiği ve her arabanın 4 lastiği vardır.

Araçların lastik sayılarını hesaplayalım:
- Motosikletlerin lastik sayısı:
\( 8 \times 2 = 16 \)
- Arabaların lastik sayısı:
\( 16 \times 4 = 64 \)

Toplam lastik sayısı:
\( 16 + 64 = 80 \) lastik bulunur.

Dolayısıyla, galerideki araçların toplamında 80 lastik vardır.","{""type"": ""aritmetik"", ""explanation"": ""Bu soru, bir problem çözme sorusu olup, aritmetik işlemlerle çeşitli matematiksel oran ve dört işlemi kullanarak toplam lastik sayısını bulmayı gerektirir. Soruda verilen oranlar ve sayı değerleri mantıksal bir biçimde birleştirilerek çözüme ulaşılır.""}"
"Samuel 2 düzine, Cathy ise 3 düzine çörek satın aldı. Donutları diğer 8 arkadaşlarıyla eşit olarak paylaşmayı planladılar. Her biri kaç tane çörek alacaktır?","Samuel ve Cathy toplamda 2 düzine + 3 düzine = 5 düzine çörek satın aldı. 1 düzine 12 çöreğe eşit olduğuna göre, 5 düzine = 5 × 12 = 60 çörek yapar. Bu çörekleri, kendileri dahil toplam 10 kişi arasında eşit olarak paylaştıracaklarına göre:

60 çörek / 10 kişi = 6 çörek kişi başına.

Her biri 6 çörek alacaktır.","{""type"": ""word problem"", ""explanation"": ""Bu soru, gerçek dünya senaryosunu anlatan bir kelime problemidir. İçerisinde sayıların, verilen koşullara göre hesaplanarak bir sonuca ulaşılması gerekmektedir. Problemi çözmek için temel aritmetik işlemler ve mantık kullanılır.""}"
"Laura düğününü planlamaktadır. Düğüne 220 kişinin katılmasını bekliyor, ancak kendisine genellikle yaklaşık %5'inin gelmediği söylenmiş. Düğüne kaç kişi gidecektir?",Laura'nın düğününe yaklaşık 209 kişi gidecektir.,"{""type"": ""yüzde hesaplaması"", ""explanation"": ""Bu soru, belirli bir miktarın yüzdesel kaybını hesaplamayı gerektirdiği için bir yüzde hesaplaması problemidir. Katılması beklenen toplam kişi sayısının %5'i gelmediği için bu yüzdeyi kullanarak katılacak kişi sayısı hesaplanmalıdır.""}"
