question,answer,question_type
"Mark bir mağazaya gitti ve parasının yarısını harcadıktan sonra 14 dolar daha harcadı. Daha sonra başka bir mağazaya gitti ve başlangıçtaki parasının üçte birini harcadıktan sonra 16 dolar daha harcadı. Daha sonra hiç parası kalmadıysa, ilk mağazaya girdiğinde ne kadar parası vardı?",Mark'ın başlangıçta 90 doları vardı.,"{""type"": ""algebra"", ""explanation"": ""Bu bir cebir sorusudur çünkü problem, bilinmeyen bir başlangıç miktarı ile başlar ve bu miktarın çeşitli işlemlerle nasıl değiştiğini belirtir. Sorunun çözümü, başlangıçtaki para miktarını temsil eden bilinmeyen bir değişken tanımlamayı ve verilen bilgileri kullanarak bu değişken için bir denklem kurmayı gerektirir.""}"
"Zach lüks bir restoranda garsonluk yapıyordu.  Gecenin son masasında 4 kişilik bir parti vardı.  Anne 25,50$'a ıstakoz, baba 35,00$'a biftek, ikiz çocuklarının her ikisi de 13,50$'a çizburger ve patates kızartması sipariş etti.  Yemeklerine 8.50 dolarlık bir meze ile başladılar.  Herkes ayrıca her biri 6,00$ olan bir tatlı sipariş etti.  Hesapta Zach için %20 bahşiş vermek istediler.  Son hesap toplamı ne kadardı?","Toplam hesap, yiyeceklerin toplamı ve bahşiş olarak hesaplanır.

Yiyeceklerin toplamı:
- Anne: 25,50$
- Baba: 35,00$
- İkiz çocuklar: 13,50$ x 2 = 27,00$
- Meze: 8,50$
- Tatlılar: 6,00$ x 4 = 24,00$

Yiyeceklerin toplamı = 25,50$ + 35,00$ + 27,00$ + 8,50$ + 24,00$ = 120,00$

Bahşiş miktarı:
- Bahşiş = %20 x 120,00$ = 0,20 x 120,00$ = 24,00$

Son hesap toplamı:
- Toplam = 120,00$ + 24,00$ = 144,00$

Son hesap toplamı 144,00 dolardır.","{""type"": ""hesaplama"", ""explanation"": ""Bu soru, verilen fiyatları toplama ve ardından yüzde hesaplama yaparak toplam maliyeti bulma işlemini içerir. Bir problem çözme ve hesaplama sorusudur.""}"
"Bir köpek kuaförünün beagle gibi kısa tüylü bir köpeği kurulaması 10 dakika sürer.  Alman çoban köpeği gibi uzun tüylü, kabarık bir köpeği kurutması ise iki kat daha uzun sürüyor.  Bir sabah, kurutması gereken 6 kısa tüylü ve 9 uzun tüylü köpeği var.  Tüm köpekleri kurutması kaç saatini alır?","Kısa tüylü bir köpeği kurutmak 10 dakika, uzun tüylü bir köpeği kurutmak ise 20 dakika sürüyor.

6 kısa tüylü köpeği kurutmak: 6 köpek x 10 dakika = 60 dakika.
9 uzun tüylü köpeği kurutmak: 9 köpek x 20 dakika = 180 dakika.

Toplam süre: 60 dakika + 180 dakika = 240 dakika.
240 dakikayı saate çevirmek için: 240 dakika ÷ 60 = 4 saat.

Tüm köpekleri kurutması 4 saatini alır.","{""type"": ""aritmetik"", ""explanation"": ""Bu soru, verilen koşullara göre toplam süreyi hesaplamak için matematiksel hesaplamalar yapmayı gerektirir. Problemi çözmek için aritmetik işlemler kullanarak toplam zamanı bulmanız gerekir.""}"
"Bay Mayer tanesi 1000 dolara Corgi cinsi köpekler satın aldı. Onları %30 kârla satmayı planlıyor. Eğer arkadaşlarından biri iki köpek almak isterse, arkadaşı ne kadar ödemelidir?","Bay Mayer, arkadaşına köpekleri %30 kârla satmayı planlıyor. Bir köpeğin maliyeti 1000 dolar olduğuna göre, %30 kâr ekleyince her bir köpeğin satış fiyatı 1300 dolar olur. Arkadaşı iki köpek almak isterse,
2 x 1300 = 2600 dolar ödemelidir.","{""type"": ""Problem Çözme"", ""explanation"": ""Bu soru, Bay Mayer'in köpekleri %30 kârla satarken, iki köpek için arkadaşının ne kadar ödeyeceğini hesaplamayı gerektiriyor. Bu yüzden, matematiksel hesaplama yapmayı gerektiren bir problem çözme sorusudur.""}"
Harry pizza sipariş ediyor. Büyük boy pizza 14 dolar. Malzeme başına 2 dolar tutuyor. Her biri 3 malzemeli 2 büyük pizza sipariş ediyor. Daha sonra %25 bahşiş ekliyor. Toplam maliyet nedir?,"Harry’nin toplam maliyeti şu şekildedir:

1. Pizzaların maliyeti:
   - 2 büyük pizza: 2 * 14 = 28 dolar
   - Her pizza için 3 malzeme: 2 * 3 = 6 dolar
   - 2 pizza için malzeme maliyeti: 6 * 2 = 12 dolar
   - Toplam pizza maliyeti: 28 + 12 = 40 dolar

2. Bahşiş:
   - %25 bahşiş: 40 * 0.25 = 10 dolar

3. Toplam maliyet:
   - 40 + 10 = 50 dolar

Harry’nin toplam maliyeti 50 dolardır.","{""type"": ""problem"", ""explanation"": ""Bu soru, verilen bilgileri kullanarak bir işlemler dizisini takip etmeyi gerektiren bir problem türüdür. Matematiksel problem çözme yeteneklerini ölçer ve işlem yaparak toplam maliyeti bulmayı içerir.""}"
Pete evinden Houston'daki otobüs garajına kadar 5 blok yürüdü. Pul almak için otobüsle 20 blok ötedeki postaneye gitti. Daha sonra aynı yoldan eve döndü. Pete toplam kaç blok yol kat etmiştir?,Pete toplamda 50 blok yol kat etmiştir.,"{""type"": ""Hareket Problemleri"", ""explanation"": ""Bu soru, bir kişinin veya nesnenin belirli bir rotada aldığı mesafeyi hesaplamayı gerektiren bir tür yol problemini ifade eder. Pete'in yürüdüğü ve otobüsle gittiği blok sayıları toplanarak, toplam alınan mesafe bulunur.""}"
"Archie, 16 maçlık bir sezonda 89 gol pası ile okulun en çok gol pası atma rekorunu elinde tutuyor. Richard ilk 14 maçta maç başına 6 touchdown ortalamasıyla rekoru kırmaya çok yakın. Archie'nin rekorunu kırmak için son iki maçta maç başına kaç touchdown ortalaması tutturması gerekiyor?","Richard'ın şu ana kadar 14 maçta toplam 84 pası var (14 maç x 6 pas). Archie'nin rekorunu kırmak için toplamda en az 90 pas yapması gerekiyor. Richard'ın 90 paza ulaşması için son iki maçta 6 pas daha yapması lazım (90 pas - 84 pas). Bu da maç başına 3 pas anlamına gelir (6 pas / 2 maç). Sonuç olarak, Archie'nin rekorunu kırmak için Richard'ın son iki maçta maç başına en az 3 pas yapması gerekiyor.","{""type"": ""problem solving"", ""explanation"": ""Bu soru, bir problemi çözmek ve belirli bir sonucu elde etmek için hesaplama yapmayı gerektirir. Verilen koşullar altında, belirli bir hedefe ulaşmak için bir ortalama hesaplanması istenmektedir. Bu, öğrenciden matematiksel bir sonuca ulaşmasını istediği için problem çözme türünde bir sorudur.""}"
"Jack, düğünü için kendisine hediye alan herkese teşekkür kartları göndermek istiyor.  200 davetiye gönderdi.  İnsanların %90'ı davete icabet etti ama icabet edenlerin sadece %80'i geldi.  O zaman gelen 10 kişi hediye almamış.  Kaç tane teşekkür kartına ihtiyacı var?","Jack'in düğününe davet edilen 200 kişiden %90'ı icabet etti, yani 180 kişi. Bu 180 kişinin %80'i, yani 144 kişi düğüne geldi. Gelen 144 kişiden 10'u hediye almadı, bu da 134 kişinin hediye aldığı anlamına gelir. Dolayısıyla, Jack'in 134 teşekkür kartına ihtiyacı var.","{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, verilen yüzdeleri kullanarak davete gelen ve hediye getiren kişi sayısını bulmayı ve ardından teşekkür kartı sayısını hesaplamayı gerektirir. Yüzdeleri ve toplama/çıkarma işlemlerini içerdiği için aritmetik bir problemdir.""}"
"Isabella bebek bakıcılığından saatte 5 dolar kazanıyor. Haftada 6 öğleden sonra, her gün 5 saat bebek bakıcılığı yapıyor. Isabella 7 hafta boyunca bebek bakıcılığı yaptıktan sonra ne kadar para kazanmış olacaktır?","Isabella'nın saatlik ücreti 5 dolardır. Hafta içi 6 öğleden sonra, her gün 5 saat çalışmaktadır. Bu da haftada toplam 6 gün * 5 saat = 30 saat eder. 30 saat çalışarak haftada 30 saat * 5 dolar = 150 dolar kazanır. 7 hafta boyunca çalıştığında ise 7 hafta * 150 dolar = 1050 dolar kazanmış olacaktır.","{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, Isabella'nın saatlik kazancını, çalışma saatlerini ve haftalarını kullanarak toplam kazancını hesaplamayı gerektirir. Dolayısıyla temel aritmetik işlemleri uygulamak gerekir: çarpma ve toplama.""}"
George eski oyuncaklarından bazılarını internette satıyordu. Üç küçük araba ve bir lego seti satmayı başardı. Toplamda 45 dolar kazandı. Bir küçük araba 5 dolara satıldıysa Lego seti ne kadara mal oldu?,Lego seti 30 dolara mal oldu.,"{""type"": ""Algebra"", ""explanation"": ""Bu soru, bir denklemi çözerek belirli bir değeri bulmayı gerektiren bir sayısal problem içerir. Küçük arabaların tanesi 5 dolardır ve 3 tane satıldığına göre toplam araba satışından elde edilen gelir hesaplanabilir. Daha sonra, toplam gelirden araba satışından elde edilen miktar çıkarılarak Lego setinin ne kadara satıldığı bulunabilir.""}"
"Yoğun sezonda saatte 6 paket ton balığı satılırken, düşük sezonda saatte 4 paket ton balığı satılmaktadır. Her bir orkinos paketi 60 dolardan satılıyorsa, balıklar 15 saat boyunca satılırsa, yüksek sezonda düşük sezona göre bir günde ne kadar daha fazla para kazanılır?","Yüksek sezonda saatte 6 paket ve düşük sezonda saatte 4 paket ton balığı satılıyor. Yüksek sezonda 15 saat boyunca satılan paket sayısı: 6 x 15 = 90 paket. Düşük sezonda 15 saat boyunca satılan paket sayısı: 4 x 15 = 60 paket.

Her bir paket 60 dolardan satılıyor, yani yüksek sezonda kazanılan para: 90 x 60 = 5400 dolar. Düşük sezonda kazanılan para: 60 x 60 = 3600 dolar.

Yüksek sezonda düşük sezona göre bir günde kazanılan ekstra para: 5400 - 3600 = 1800 dolar.","{""type"": ""word problem"", ""explanation"": ""Bu soru, kelime problemlerine bir örnektir. Matematiksel bir durumla verilen sözel bilgileri alır ve bu bilgiyi kullanarak, işlemleri yapıp çözüm üretmeyi gerektirir. Soru içerisinde, matematiksel işlemler yapmayı gerektiren satış miktarları ve para kazanımı ile ilgili bilgiler sunulmuştur.""}"
Thomas humus yapıyor. Humus tarifindeki malzemelerden biri nohuttur. Bir porsiyon humus için tarif 1 fincan nohut gerektiriyor. Bir kutu nohutta 16 ons nohut vardır. Bir fincan nohutta 6 ons vardır. 20 porsiyon yapmak için Thomas kaç kutu nohut almalıdır?,"20 porsiyon humus için Thomas'a 20 fincan nohut gerekecek. Bir fincan nohut 6 ons olduğu için, 20 fincan nohut 120 ons eder. Bir kutuda 16 ons nohut olduğuna göre, Thomas’ın 120 / 16 = 7.5 kutu nohut alması gerekir. 7.5 kutu tam alınamayacağı için Thomas 8 kutu nohut almalıdır.","{""type"": ""word problem"", ""explanation"": ""Bu soru kelime problemi türündedir çünkü günlük yaşamda karşılaşılabilecek gerçek bir durumu içerir ve matematiksel işlem gerektirir. Belirtilen bilgilerle nohut porsiyonlarını hesaplayarak toplamda kaç kutu nohut gerektiğini bulmak için matematiksel işlemler kullanılmalıdır.""}"
"Tom'un mahallesindeki çimleri biçme işi vardır. Her ay benzine 17 dolar harcıyor ve 3 çim biçiyor, biçtiği çim başına 12 dolar alıyor.  Geçen ay ayrıca 10$ karşılığında yabani otları temizleyerek ekstra para kazanmış.  Tom geçen ay ne kadar kâr etti?","Tom, çim biçme işinden ayda her biri 12 dolardan 3 çim biçtiği için 3 * 12 = 36 dolar kazanıyor. Ek olarak, geçen ay yabani ot temizleyerek 10 dolar kazandı, bu da toplam 36 + 10 = 46 dolar eder.

Benzine harcadığı para 17 dolar olduğuna göre, Tom'un geçen ayki kârı 46 - 17 = 29 dolardır.","{""type"": ""Aritmetik Problem"", ""explanation"": ""Bu soru, bir kişinin gelir ve giderlerini hesaplayarak net karını bulmayı içeriyor. Burada, toplam gelir ve toplam gider hesaplanarak, kar elde edilip edilmediği bulunur. Bu gibi problemler genellikle gelir/gider hesaplamaları gibi aritmetik becerileri gerektirir.""}"
Mary ve Jimmy aynı noktadan ama zıt yönlere doğru koşmaya başlarlar. Mary saatte 5 mil hızla koşarken Jimmy saatte 4 mil hızla koşuyor. Bir saat sonra aralarındaki mesafe ne kadardır?,"Bir saat sonra, Mary ve Jimmy'nin aralarındaki mesafe 9 mildir.","{""type"": ""hareket"", ""explanation"": ""Bu soru, iki kişinin zıt yönlere doğru belirli hızlarda hareket ettiği bir senaryoyu içeriyor. Bu nedenle, aralarındaki mesafeyi bulmak için toplam hareket mesafelerini hesaplama gerektirir. Hareketle ilgili probleme bir örnektir.""}"
Ines'in çantasında 20 dolar vardı. Yerel çiftçi pazarından kilosu 2 dolar olan 3 kilo şeftali aldı. Ne kadar parası kalmıştı?,14 doları kalmıştı.,"{""type"": ""problem"", ""explanation"": ""Bu soru bir işlem problemi sorusudur. İnceleme sonucunda, Ines'in ne kadar harcama yaptığını ve kalan parasını bulmak için aritmetik işlemler kullanılır. Harcama miktarını hesapladıktan sonra, toplam paradan bu miktarı çıkararak cevabı bulmalıyız. Bu tip sorunlar genellikle dört işlem bilgisi gerektirir.""}"
"Aubrey'nin elinde içinde 52 kart bulunan bir deste kart vardır. Daha sonra desteye iki kart daha ekliyor. Desteyi kendisi ve diğer iki oyuncu arasında eşit olarak paylaştırırsa, her oyuncunun kaç kartı olur?",Her oyuncunun 18 kartı olur.,"{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, ekleme ve bölme işlemlerini kullanarak bir problemi çözme yeteneğini test eden bir aritmetik problemidir. Başlangıçta verilen sayı (52 kart) üzerine bir sayı eklenir (2 kart daha eklenir) ve daha sonra toplam sayı, eşit parçalar halinde bir grup arasında bölünür (3 oyuncu arasında paylaştırılır). Bu nedenle bu soru, basit aritmetik işlemlerini içerir.""}"
"Mitch 20 makaron yaptı. Joshua, Mitch'ten 6 makaron daha fazla ama Miles'ın yarısı kadar makaron yaptı. Renz, Miles'ın yaptığı makaron sayısının 3/4'ünden 1 eksik makaron yaptı. Sokaktaki çocuklara vermek için makaronlarını birleştirirlerse, kaç çocuğa 2'şer makaron verilir?","Öncelikle Mitch 20 makaron yaptı. Joshua, Mitch'ten 6 makaron daha fazla yaptı, yani Joshua 26 makaron yaptı. Joshua, Miles'ın yaptığı makaron sayısının yarısı kadar makaron yaptığına göre, Miles 52 makaron yaptı. Renz, Miles'ın yaptığı makaron sayısının 3/4'ünden 1 eksik makaron yaptı, yani Renz 38 makaron yaptı.

Şimdi hepsinin yaptığı makaronları toplayalım:
- Mitch: 20
- Joshua: 26
- Miles: 52
- Renz: 38

Toplam makaron sayısı:
20 + 26 + 52 + 38 = 136 makaron

Her çocuğa 2'şer makaron verileceğine göre, toplamda kaç çocuğa makaron verilebileceğini hesaplayalım:
136 / 2 = 68 çocuk

Sonuç olarak, 68 çocuğa 2'şer makaron verilir.","{""type"": ""word problem"", ""explanation"": ""Bu soru, verilen ifadeler ve ilişkiler yardımıyla sayısal verilerin hesaplanmasına ve toplanmasına dayalı bir kelime problemidir. Mitch, Joshua, Miles ve Renz'in yaptığı makaron sayıları belirlenerek toplam makaron sayısı bulunur ve bu makaronlarla kaç çocuğa ikişer makaron verilebileceği hesaplanır.""}"
"Carson bir karnavalda 4 saat geçirecek. Roller coaster için bekleme süresi 30 dakika, tilt-a-whirl için bekleme süresi 60 dakika ve dev kaydırak için bekleme süresi 15 dakikadır. Carson roller coaster'a 4 kez ve tilt-a-whirl'e bir kez binerse, dev kaydırağa kaç kez binebilir? (Bekleme sürelerine gerçekten yolculukta geçirilen süre dahildir.)","Carson'ın karnavalda geçirdiği toplam süre 4 saattir, yani 240 dakika.

- Roller coaster'a 4 kez binmesi: 4 * 30 = 120 dakika
- Tilt-a-whirl'e 1 kez binmesi: 1 * 60 = 60 dakika

Toplamda: 120 + 60 = 180 dakika harcar.

Geriye kalan süre: 240 - 180 = 60 dakika

Dev kaydırağa binmek 15 dakika sürdüğüne göre: 60 / 15 = 4 kez binebilir.","{""type"": ""word problem"", ""explanation"": ""Bu soru, verilen sürede Carson'un farklı etkinliklerde ne kadar vakit geçirebileceğini hesaplamayı gerektiriyor. Problemi çözmek için toplam süre; roller coaster, tilt-a-whirl ve dev kaydırak için harcanacak sürelerin toplanması ile karşılaştırılmalı. Matematiksel işlemlerle çözülmesi gereken bir sözel problem.""}"
"Yirmi galon çay 80 konteynere döküldü. Geraldo 3,5 kap içti. Geraldo kaç litre çay içti?","1 galon yaklaşık 3.785 litreye eşittir. 3.5 galonun litre cinsinden karşılığını bulmak için 3.5 ile 3.785'i çarpmak yeterli olacaktır:

3.5 x 3.785 ≈ 13.248 litre

Geraldo yaklaşık 13.248 litre çay içmiştir.","{""type"": ""birim dönüşümü ve oran"", ""explanation"": ""Bu soru, çayın kaplara bölünmesiyle bir orantı kurmayı ve Amerikan birimi olan galondan metrik birime yani litreye geçiş yapmayı gerektiriyor. Problem, orantıyı kullanarak birim dönüşümü yoluyla sonuç elde etmeye yöneliktir.""}"
Tom 5 günde 10 saat okuyor.  Saatte 50 sayfa okuyabiliyor.  Her gün aynı miktarda okuduğunu varsayarsak 7 günde kaç sayfa okur?,Tom 7 günde 3500 sayfa okur.,"{""type"": ""word problem"", ""explanation"": ""Bu soru günlük okuma süresi ve okuma hızını kullanarak toplam okunacak sayfa sayısını hesaplamayı gerektiren bir matematik problemidir. Soru, okuyucunun günlük ve toplam okuma miktarını hesaplayarak 7 günde kaç sayfa okunacağına dair bir sonuç bulmasını ister.""}"
Peyton'ın 3 çocuğu var ve her biri haftanın 5 günü öğle yemeklerinde bir kutu meyve suyu alıyor.  Okul yılı 25 hafta sürmektedir.  Tüm okul yılı boyunca tüm çocukları için kaç tane meyve suyu kutusuna ihtiyacı olacaktır?,"Peyton'ın 3 çocuğu, haftanın 5 günü meyve suyu tüketiyor ve okul yılı 25 hafta sürüyor. Hesaplama şu şekilde yapılabilir:

3 çocuk x 5 gün/hafta x 25 hafta = 375 kutu meyve suyu.

Peyton'ın tüm okul yılı boyunca toplam 375 kutu meyve suyuna ihtiyacı olacaktır.","{""type"": ""problem çözme"", ""explanation"": ""Bu soru, öğrencilerin okuduğunu anlama ve verilen bilgileri kullanarak matematiksel bir problemi çözme becerilerini test eder. Verilen süre boyunca, belirli bir işlem sürecini (doğru çarpma işlemleri) izleyerek sonuca ulaşmayı gerektirir.""}"
"Barbie mücevher satın almaktan hoşlanır. Bir gün 12 çift küpe aldı ve yarısını Alissa'ya verdi, böylece Alissa'nın toplam koleksiyon sayısı kendisine verilen küpe sayısının üç katı oldu. Alissa'nın şimdi kaç küpesi var?",Alissa'nın şimdi 18 küpesi var.,"{""type"": ""Algebra"", ""explanation"": ""Bu soru, verilen bilgilere göre bir denklem kurarak çözülmesi gereken bir cebir problemidir. Alissa'ya verilen küpe sayısını ve Alissa'nın toplam küpe sayısını bulmak için cebirsel ifadeler ve denklemler kullanılmalıdır.""}"
John Smith tanesi 12$'a 3 kek satın alır ve maliyeti kardeşiyle paylaşır.  Ne kadar ödemiştir?,"John Smith kekler için toplam 12 dolar öder. Bu maliyeti kardeşiyle paylaştığına göre, kişi başı ödeme şu şekilde hesaplanır:
12 dolar / 2 kişi = 6 dolar.
Her biri 6 dolar ödemiştir.","{""type"": ""aritmetik problemleri"", ""explanation"": ""Bu soru, verilen fiyatlarla toplam maliyeti hesaplamayı ve daha sonra bu maliyeti iki kişi arasında paylaşarak her birinin ne kadar ödeme yapacağını bulmayı gerektirir. Bu nedenle, temel aritmetik işlemlerle çözülebilecek bir problemdir.""}"
Ruth sandviç hazırladı. 1 sandviç yedi ve 2 sandviçi kardeşine verdi. İlk kuzeni geldi ve 2 sandviç yedi. Sonra diğer iki kuzeni geldi ve her biri 1 sandviç yedi. Geriye 3 sandviç kalmıştı. Ruth kaç sandviç hazırladı?,Ruth toplam 10 sandviç hazırladı.,"{""type"": ""word problem"", ""explanation"": ""Bu soru, verilen bir senaryo üzerinden matematiksel bir hesaplama yapmayı gerektiren bir sözel problemdir. Sayılar ve işlemler cümleler aracılığıyla ifade edilir ve sonucun bulunması için bu bilgilerin analizi ve uygun bir matematiksel denklem oluşturulması gerekir.""}"
