question,answer,question_type
"Kayak teleferiği kayakçıları dağın en altından en üstüne kadar taşır ve daha sonra dağdan aşağı kayabilmeleri için onları indirir. Bir kayakçının teleferiği dağın en altından en üstüne kadar kullanması 15 dakika sürüyorsa ve sonra tekrar dağdan aşağı kayması 5 dakika sürüyorsa, bir kişi 2 saat içinde dağdan aşağı en fazla kaç kez kayabilir?","Bir kayakçının teleferik yolculuğu ve kayak yapması toplam 20 dakika sürer (15 dakika teleferik, 5 dakika kayak). 2 saatte toplam 120 dakika vardır. 120 dakika, her biri 20 dakika süren bu döngüye bölündüğünde, bir kişi 2 saat içinde en fazla 6 kez dağdan aşağı kayabilir.","{""type"": ""zaman yönetimi ve hesaplama"", ""explanation"": ""Bu soru, verilen süre içerisinde belirli bir döngünün kaç kez tekrarlanabileceğini hesaplamayı gerektirir. Soruda kayakçının yukarı çıkma ve aşağı kayma süreleri verilmiş olup, toplamda kaç defa bu döngüyü tamamlayabileceği soruluyor. Bu tür sorular, zaman yönetimi ve işlem hesaplama becerileri gerektirir.""}"
"Darius, Matt ve Marius masa futbolu oynayan arkadaşlar. Oynadıkları tüm oyunlarda Marius, Darius'tan 3 sayı fazla atmış, Darius ise Matt'ten 5 sayı az atmıştır. Darius 10 sayı yaptıysa, üç arkadaş birlikte kaç sayı yapmıştır?","Darius 10 sayı yapmışsa, Matt (10 - 5) = 5 sayı atmıştır. Marius ise (10 + 3) = 13 sayı atmıştır. Üç arkadaş birlikte 10 + 5 + 13 = 28 sayı yapmıştır.","{""type"": ""algebra"", ""explanation"": ""Bu soru cebirsel ifadelerle çözülmesi gereken bir problemdir. Verilen koşullara uyan bir denklemler sistemi kurarak soruyu çözebiliriz. Darius'un, Matt'in ve Marius'un attığı toplam sayıların belirlendiği bir problemdir. Denklemleri kurarak ve verilen bilgileri yerine koyarak toplam sayıyı bulabiliriz.""}"
Annie'ye bir paket boya kalemi verildi. Paketin içinde 21 boya kalemi vardı. Dolabında zaten 36 boya kaleminden oluşan bir kutu vardı. Arkadaşı Bobby ona dolabında bulunan miktarın yarısını verdi. Kız kardeşi Mary'ye toplam pastel boya miktarının 1/3'ünü vermeye karar verdi. Mary'ye kaç tane boya kalemi verir?,"Annie'nin başlangıçta 21 boya kalemi vardı. Dolabında zaten 36 boya kalemi vardı, bu durumda toplam 57 boya kalemi (21 + 36) eder. Bobby ona dolabındaki boya kalemlerinin yarısını verdi, yani 18 boya kalemi. Bu durumda toplamda 75 boya kalemi oldu (57 + 18). Mary'ye toplam pastel boya miktarının 1/3'ünü verecektir, yani 75'in 1/3'ü olan 25 boya kalemini Mary'ye verir.","{""type"": ""problem çözme"", ""explanation"": ""Bu soru, sayıların ve oranların işlem yapılmasını gerektiren bir problem çözme sorusudur. Planda verilen bilgileri kullanarak doğru sayıda boya kalemi hesaplanmalıdır. Sayılar toplandıktan sonra problemin mantığına göre işlem yapılır ve sonuca ulaşılır.""}"
John 5 gün sürmesi gereken bir göreve gitti.  Bunun yerine %60 daha uzun sürdü.  Daha sonra 3 gün süren ikinci bir göreve gitmek zorunda kaldı.  Ne kadar süredir görevdeydi?,"John'un ilk görevi planlanandan %60 daha uzun sürdü. İlk görevin süresi 5 gün olarak planlandığına göre, süre uzatımı 5 gün × %60 = 3 gün ekstra süre ekler. Bu yüzden ilk görev 5 gün + 3 gün = 8 gün sürdü.

Daha sonra 3 gün süren ikinci göreve gitti. Toplamda görevde kaldığı süre 8 gün + 3 gün = 11 gün.

Dolayısıyla, John toplamda 11 gün görevdeydi.","{""type"": ""word problem"", ""explanation"": ""Bu soru, verilen bilgilere dayalı olarak matematiksel hesaplamaların yapılması gereken bir kelime problemidir. Soruda, süre hesaplaması yapılması istenmektedir.""}"
"Bir arabayı yıkamak 10 dakika, yağını değiştirmek 15 dakika ve bir takım lastiği değiştirmek 30 dakika sürer.  Eğer Mike 9 araba yıkar, 6 arabanın yağını değiştirir ve iki takım lastik değiştirirse kaç saat çalışmıştır?","Mike toplam 9 araba yıkadığına göre (9 araba x 10 dakika = 90 dakika), 6 arabanın yağını değiştirdiğine göre (6 araba x 15 dakika = 90 dakika) ve iki takım lastik değiştirdiğine göre (2 takım x 30 dakika = 60 dakika) çalışmıştır. Tüm bu işlemlerin toplam süresi 90 dakika + 90 dakika + 60 dakika = 240 dakikadır. 240 dakika, 4 saate eşittir. Yani, Mike toplam 4 saat çalışmıştır.","{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, toplam çalışma süresini hesaplamak için farklı işlerin sürelerini toplarken, basit aritmetik işlemleri kullanmayı gerektirir. Problemi çözmek için toplama ve çarpma işlemlerini kullanarak farklı görevlerin sürelerini hesaplamak ve sonuçları toplamaktır.""}"
Woody 282$ değerinde bir oyun konsolu satın almak istiyor. Woody'nin halihazırda 42 doları var ve her hafta 24 dolar harçlık alıyor. Oyun konsolu için ihtiyacı olan parayı biriktirmesi kaç hafta sürer?,"Woody'nin ihtiyacı olan parayı biriktirmesi **10 hafta** sürer. Woody 42 dolara sahip ve her hafta 24 dolar harçlık alıyor, bu hesaplamayla 8 haftada 192 dolar (24 x 8), toplamda 234 dolar olur ve 9. haftanın başında 42 + 192 = 234 dolar parası olur. 10. hafta 24 dolar daha ekleyerek 24 + 234 = 258 dolar olur, bu durumda 282 dolara ulaşır ve bu süreç en az 10 hafta alır.","{""type"": ""word problem"", ""explanation"": ""Bu soru bir kelime problemidir çünkü gerçek dünya senaryosuna dayanan matematiksel bir problem sunmaktadır. Soruda, belirli bir miktar başlangıç parası ve her hafta alınan sabit bir miktar harçlık göz önünde bulundurularak, istenen toplam miktara ulaşılması için geçen süre hesaplanmaktadır.""}"
"Travis'in 10000 elması var ve bu elmaları kutularda satmayı planlıyor. Her kutuya elli elma sığabilir. Her bir kutu elmayı 35 dolara satarsa, eve ne kadar götürebilir?","Travis 10000 elmayı 50 elma sığan kutulara böldüğünde 200 kutu elde eder. Her bir kutuyu 35 dolara sattığında, toplamda 200 kutu * 35 dolar = 7000 dolar kazanır. Dolayısıyla Travis eve 7000 dolar götürebilir.","{""type"": ""Problem Solving"", ""explanation"": ""Bu soru, bir durumu değerlendirmek ve verilen bilgilerle bir hesaplama yapmak için mantık ve matematik kullanmayı gerektirir. Travis'in sahip olduğu elma sayısını, her kutuya kaç elma sığdığı bilgisiyle bölerek toplam kutu sayısını bulmak ve ardından her bir kutunun satış fiyatıyla çarparak toplam geliri hesaplama işlemi vardır.""}"
"Bogan evcil böceği için 10 kurtçuk hazırladı. Böcek sadece 1 tanesini yedi ve Bogan geri kalanını atmak zorunda kaldı. Günün ilerleyen saatlerinde tekrar beslemeyi denedi ve böcek 3 tane yedi. Bogan toplamda 20 kurtçuk verdiyse, böceği ikinci kez kaç kurtçukla beslemeyi denemiştir?",Bogan böceğin ikinci beslenme denemesinde 10 kurtçuk vermiştir.,"{""type"": ""aritmetik problem"", ""explanation"": ""Bu sorun, verilen miktarların ve aritmetik işlemlerin kullanılması yoluyla bilinmeyen bir miktarı bulmayı içeriyor. Verilen toplam kurtçuk sayısı ve böceğin iki beslenme denemesi arasındaki fark kullanılarak, Bogan'ın ikinci besleme denemesi için kaç kurtçuk sunduğunu bulmak mümkün.""}"
Bayan McAvoy'un evindeki en büyük oda 45 fit genişliğinde ve 30 fit uzunluğundadır. Aynı evdeki en küçük oda ise 15 feet genişliğinde ve 8 feet uzunluğundadır. En büyük oda ile en küçük oda arasındaki alan farkı nedir?,"En büyük oda 45 fit genişliğinde ve 30 fit uzunluğundadır:

Alan = 45 x 30 = 1350 fit kare.

En küçük oda 15 fit genişliğinde ve 8 fit uzunluğundadır:

Alan = 15 x 8 = 120 fit kare.

Alan farkı:

1350 - 120 = 1230 fit kare.

Oda alanları arasındaki fark 1230 fit karedir.","{""type"": ""geometric problem"", ""explanation"": ""This problem involves calculating the area of two rooms and finding the difference between them. It requires understanding and applying the formula for the area of a rectangle, which is a fundamental concept in geometry. Therefore, this is a geometric problem.""}"
"Michael ve Thomas lego koleksiyonlarını satıyorlar. Kazandıkları parayı bölüşmeyi kabul ediyorlar. En üstte kaç daire olduğuna göre satıyorlar. Her dairenin fiyatı 1 cent. 100 tek parça, 45 ikili parça, 50 üçlü parça ve birkaç dörtlü parça sattıktan sonra her biri 5 dolar kazandı. Kaç tane dörtlü parça sattılar?","Soruyu çözmek için öncelikle satılan her parçanın toplam cent değerini hesaplayalım. Parçaların her birerinin aşağıdaki şekilde satıldığını varsayarak işlem yaparız:

1 tek parça = 1 cent
1 ikili parça = 2 cent
1 üçlü parça = 3 cent
1 dörtlü parça = 4 cent

Michael ve Thomas toplamda 10 dolarlık lego sattılar, bu da 1000 cent eder (1 dolar = 100 cent).

Şimdi bildiklerimizi sayılarla ifade edelim:

- 100 tek parça: 100 x 1 cent = 100 cent
- 45 ikili parça: 45 x 2 cent = 90 cent
- 50 üçlü parça: 50 x 3 cent = 150 cent

Bu parçaların toplam cent cinsinden değeri:
100 cent + 90 cent + 150 cent = 340 cent

Toplamda 1000 cent kazandıkları için dörtlü parçalardan elde edilen cent miktarını bulabiliriz:
1000 cent - 340 cent = 660 cent

Her dörtlü parça 4 cent olduğu için:
660 cent ÷ 4 cent/parça = 165 parça

Bu durumda, 165 tane dörtlü parça satmışlardır.","{""type"": ""word problem"", ""explanation"": ""Bu soru, verilen sayısal değerler ve işlemler aracılığıyla bir sonucu bulmayı amaçlayan, cümlelerle ifade edilmiş bir problem şeklindedir. Toplam kazancı ve satılan parçaların değerlerini kullanarak matematiksel bir hesaplama gerektirmektedir.""}"
"Logan yılda 65.000 dolar kazanıyor. Her yıl kiraya 20.000$, bakkala 5000$ ve benzine 8000$ harcıyor. Eğer elinde en az 42000$ kalmasını istiyorsa, her yıl ne kadar daha para kazanmalıdır?","Logan'ın mevcut giderleri:
- Kira: 20.000$
- Bakkal: 5.000$
- Benzin: 8.000$

Toplam harcamalar:
20.000$ + 5.000$ + 8.000$ = 33.000$

Logan'ın şu anki maaşı: 65.000$
Elinde kalması gereken tutar: 42.000$

Kalan para:
65.000$ - 33.000$ = 32.000$

İhtiyaç duyduğu ekstra para:
42.000$ - 32.000$ = 10.000$

Logan, her yıl 10.000$ daha fazla para kazanmalıdır.","{""type"": ""problem çözme/kelime problemleri"", ""explanation"": ""Bu soru, verilen gelir ve gider bilgileri kullanılarak, belirli bir finansal hedefe ulaşmak için Logan'ın ne kadar daha fazla kazanması gerektiğini bulmayı amaçlamaktadır. Yani, matematiksel işlemler gerektiren bir kelime problemidir.""}"
"96 portakalın yarısı olgunlaşmıştı. Olgun portakalların 1/4'ü ve olgunlaşmamış portakalların 1/8'i yenmişse, toplamda kaç tane yenmiş portakal kalmıştır?","İlk olarak, olgunlaşmış portakalları ve olgunlaşmamış portakalları bulalım.

Toplam portakal sayısı: 96
Olgunlaşmış portakalların sayısı: 96 / 2 = 48
Olgunlaşmamış portakalların sayısı: 96 - 48 = 48

Olgun portakalların 1/4'ü yenmiş:
48 / 4 = 12

Olgunlaşmamış portakalların 1/8'i yenmiş:
48 / 8 = 6

Toplamda yenmiş portakal sayısı:
12 + 6 = 18

Sonuç olarak, toplamda 18 tane portakal yenmiştir.","{""type"": ""Aritmetik Problemi"", ""explanation"": ""Bu soru, verilen miktarlar üzerinden işlem yaparak toplam yenilen portakal sayısını bulmayı gerektiriyor. Bu tür sorularda, oranlar ve asal sayılar üzerinden temel aritmetik işlemler kullanılır. Problem, miktar ve oran bilgilerini doğru bir şekilde karşılaştırarak ve işlemleri aşama aşama gerçekleştirerek çözülür.""}"
Bir elma ağacı ilk yılında 40 elma üretir.  İkinci yıl elma ağacı ilk yıl ürettiği elma miktarının iki katından fazla 8 elma üretir ve üçüncü yıl bir böcek istilası nedeniyle üretim dörtte bir oranında azalır.  Ağaç ilk üç yılda toplam kaç elma üretmiştir?,"İlk yıl: 40 elma
İkinci yıl: 2 * 40 + 8 = 88 elma
Üçüncü yıl: 88 * 0.25 = 22 elma

Toplam: 40 + 88 + 22 = 150 elma","{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, verilen koşullara dayalı olarak elma üretim miktarlarını hesaplamak için aritmetik işlemler gerektirir. İlk yıl, ikinci yıl ve üçüncü yıl için üretilen elma miktarları hesaplanmalı ve toplam elma miktarı bulunmalıdır. Her yıl için elde edilen elma miktarları arasındaki ilişkiyi belirlemek ve toplam üretimi bulmak amacıyla basit çarpma, ekleme ve çıkarma işlemleri kullanılmaktadır.""}"
"Mason, büyük bir kurumsal etkinlik için gümüş takımları ve tabakları paketleyen bir yemek şirketidir. Her bir gümüş takım 4 ons ağırlığında ve her takımda üç parça gümüş takım var. Her bir tabak 12 ons ağırlığındadır ve tabak başına iki tabak düşmektedir. Mason'ın her biri 8 takımdan oluşan 15 masaya yetecek kadar takıma ve kırılma ihtimaline karşı 20 yedek takıma ihtiyacı varsa, tüm takımlar kaç ons ağırlığında olacaktır?","Her bir takım 4 ons ağırlığındadır ve Mason'ın ihtiyacı olan toplam takım sayısını hesaplamamız gerekiyor. Mason'ın 15 masası var ve her masada 8 takım bulunması gerekiyor. Aynı zamanda Mason 20 yedek takıma da ihtiyaç duyuyor.

Toplam ihtiyaç duyulan takım sayısı:
\( 15 \times 8 + 20 = 120 + 20 = 140 \) takımdır.

Her bir takım 4 ons ağırlığında olduğu için toplam ağırlığı hesaplayabiliriz:
\( 140 \times 4 = 560 \) ons.

Dolayısıyla, tüm takımlar toplamda 560 ons ağırlığında olacaktır.","{""type"": ""hesaplama"", ""explanation"": ""Bu soru, verilen bir durum baz alarak belirli bir hesaplamayı yapmayı gerektirir. Gümüş takımların ağırlıkları ve belirli bir miktarda takımın toplam ağırlığını bulmak için yapılacak hesaplama, problem çözme ve temel aritmetik işlemleri içerir.""}"
"Ali ve Ernie daireler yapmak için kutuları dizdiler. Ali her bir daire için 8 kutu, Ernie ise 10 kutu kullanmıştır. Başlangıçta 80 kutuları varsa ve Ali 5 daire yapıyorsa, Ernie kaç daire yapabilir?","Ali 5 daire yapmak için 8 x 5 = 40 kutu kullanır. Başlangıçta toplam 80 kutu vardı, bu yüzden 80 - 40 = 40 kutu kalır. Ernie, her bir daire için 10 kutu kullanıyorsa, kalan 40 kutu ile 40 / 10 = 4 daire yapabilir.","{""type"": ""arıtmetik problem"", ""explanation"": ""Bu soru, toplama ve çıkarma işlemlerini kullanan bir aritmetik problemidir. Ali ve Ernie'nin başlangıçtaki toplam kutu sayısı üzerinden, Ali'nin kullandığı miktar düşülerek Ernie'nin kaç daire yapabileceği hesaplanır.""}"
"Luke, vanilyalı jelibonların elli katından daha fazla üzümlü jelibon alır. Eğer 120 tane vanilyalı jelibon varsa, toplam kaç tane jelibon vardır?","Luke, vanilyalı jelibonların elli katından daha fazla üzümlü jelibon alır. 120 tane vanilyalı jelibon olduğuna göre üzümlü jelibonların sayısı 120 * 50 + 1 = 6001 olur.

Toplam jelibon sayısı:
120 (vanilyalı) + 6001 (üzümlü) = 6121.

Toplamda 6121 tane jelibon vardır.","{""type"": ""Arithmetic Problem"", ""explanation"": ""This problem is arithmetic in nature as it involves basic multiplication and addition operations to solve for the total number of jellybeans based on given conditions.""}"
Eğer 3 inşaatçının bir kulübeyi inşa etmesi 8 gün sürüyorsa. Aynı hızda çalışan 6 inşaatçının aynı büyüklükteki kulübeyi inşa etmesi ne kadar sürer?,"Eğer 3 inşaatçının bir kulübeyi inşa etmesi 8 gün sürüyorsa, 6 inşaatçı aynı büyüklükteki kulübeyi 4 günde inşa eder.","{""type"": ""Orantı Problemi"", ""explanation"": ""Bu soru oran ve orantıyı kullanarak çözülmesi gereken bir problemdir. İşçi sayısının artmasıyla işin tamamlanma süresi arasında ters orantı bulunur. Daha fazla işçi aynı işi daha hızlı tamamlar.""}"
"Berry hafta boyunca ortalama sıcaklığının ne olduğunu merak ediyor. Pazar günü ateşi 99.1'dir. Pazartesi günü ateşi 98,2'dir. Salı günü ateşi 98.7. Çarşamba günü ateşi 99.3. Perşembe günü ateşi 99.8. Cuma günü ateşi 99. Cumartesi günü ateşi 98,9. O haftaki ortalama ateşi kaçtır?","Berry'nin hafta boyunca ortalama ateşini hesaplamak için tüm günlerdeki ateşlerini toplamak ve gün sayısına bölmek gerekiyor. Ateş değerleri şöyledir:

- Pazar: 99.1
- Pazartesi: 98.2
- Salı: 98.7
- Çarşamba: 99.3
- Perşembe: 99.8
- Cuma: 99.0
- Cumartesi: 98.9

Bu değerleri toplarsak:

99.1 + 98.2 + 98.7 + 99.3 + 99.8 + 99.0 + 98.9 = 692.0

Bu toplamı gün sayısına bölersek (7 gün):

692.0 / 7 = 98.857

Berry'nin hafta boyunca ortalama ateşi 98.857 derece Fahrenheit'tir.","{""type"": ""Aritmetik Ortalama"", ""explanation"": ""Bu soru, bir hafta boyunca çeşitli ölçümler verilip, bu ölçümlerin aritmetik ortalamasının hesaplanmasını gerektiriyor. Bu tür sorular, verilen sayılar toplandıktan sonra sayıların toplamının adet sayısına bölünmesini içerir. Bu nedenle, soru aritmetik ortalama hesaplama sorusu olarak sınıflandırılır.""}"
"Kathryn iki hafta önce bulduğu yeni iş için yeni bir şehre taşındı. Kirası 1200 dolardı, yani bir ayda yemek ve seyahat masraflarına harcadığının yarısı. Neyse ki, kirayı paylaşmak için yanına taşınan yeni bir arkadaş Shelby buldu. Maaşı aylık 5000 dolarsa, harcamalarından sonra ne kadar para kalıyordu?","Kathryn'in aylık kira masrafı 1200 dolar.

Yemek ve seyahat masrafları toplamının kira masrafının iki katı olduğunu belirtirsek:
Yemek ve seyahat masrafları = 2 × 1200 = 2400 dolar.

Toplam harcamalar:
Kira (artık Shelby ile paylaşacağından) = 1200 / 2 = 600 dolar.
Yemek ve seyahat masrafları = 2400 dolar.

Toplam giderler = 600 + 2400 = 3000 dolar.

Maaşı aylık 5000 dolar olduğuna göre, harcamalardan sonra kalan para:
5000 - 3000 = 2000 dolar.

Kathryn'in harcamalarından sonra 2000 doları kalıyordu.","{""type"": ""problem çözme"", ""explanation"": ""Bu soru, verilen senaryoya göre Kathryn'in maaşı ve masraflarını karşılaştırarak, sonunda ne kadar para kaldığını bulmayı gerektiriyor. Problem çözme soruları genellikle mevcut bilgileri kullanarak bir çözüm bulmayı içerir ve bu soru, matematiksel işlemlerle Kathryn'in parasını yönetmesi üzerine odaklanıyor.""}"
