question,answer,question_type
"Bir müteahhit arazi satın alıyordu. Dönüm başına 1,863 dolardan 4 dönüm satın aldı. Daha sonra satın aldığı araziyi 9 parçaya böldü. Ödeşmek için her bir arsayı ne kadara satmalıdır?","Müteahhit 4 dönüm araziyi dönüm başına 1,863 dolardan satın aldı. Toplam maliyet:
4 dönüm × 1,863 dolar = 7,452 dolar.

Araziyi 9 parçaya böldüğüne göre, her bir parçanın maliyeti:
7,452 dolar / 9 = 828 dolar.

Ödeşmek için her bir arsayı 828 dolara satmalıdır.","{""type"": ""Hesaplama Problemi"", ""explanation"": ""Bu soru, belirli bir miktar arazinin maliyetini hesaplamayı ve toplam maliyeti karşılamak için bu arazi parçalarının satış fiyatlarını bulmayı gerektirir. Dolayısıyla matematiksel hesaplamalar yapılarak elde edilecek bir çözüm istendiği için hesaplama problemi olarak nitelendirilir.""}"
"Julie en sevdiği kuzenine doğum günü için 2345 dolarlık bir dağ bisikleti hediye etmek istiyor. Şimdiye kadar 1500 dolar biriktirdi. Doğum gününe daha birkaç hafta olduğu için Julie'nin daha da fazla biriktirmek için zamanı var. 20 çimen biçmeyi, 600 gazete dağıtmayı ve 24 komşusunun köpeğini gezdirmeyi planlıyor. Her çim için 20 dolar, gazete başına 40 sent ve köpek başına 15 dolar alıyor. Bisikleti satın aldıktan sonra Julie'nin ne kadar parası kalacaktır?","Julie'nin bisikleti satın aldıktan sonra ne kadar parası kalacağını hesaplamak için öncelikle toplamasının gereken toplam parayı hesaplayalım.

Var olan miktar: 1500 dolar
25 çim biçme: 25 * 20 = 500 dolar
600 gazete dağıtma: 600 * 0.40 = 240 dolar
24 köpek gezdirme: 24 * 15 = 360 dolar

Toplam birikim: 1500 + 500 + 240 + 360 = 2600 dolar

Bisikletin maliyeti: 2345 dolar

Julie'nin bisikleti aldıktan sonraki kalan parası: 2600 - 2345 = 255 dolar

Bisikleti satın aldıktan sonra Julie'nin 255 doları kalacaktır.","{""type"": ""problem çözme"", ""explanation"": ""Bu soru, çok adımlı bir hesaplamayı gerektiren bir problem çözme sorusudur. Verilen farklı işlerden ne kadar para kazanılacağını hesaplayarak toplam geliri bulmak ve bisikletin maliyetini çıkararak Julie'nin elinde kalan parayı belirlemek gerekiyor.""}"
"Belirli bir Pazar okulunda 13 tane 3 yaşında, 20 tane 4 yaşında, 15 tane 5 yaşında ve 22 tane 6 yaşında çocuk bulunmaktadır. Eğer 3 ve 4 yaşındakiler bir sınıfta ve 5 ve 6 yaşındakiler başka bir sınıfta ise, ortalama sınıf mevcudu nedir?","Her iki sınıfın mevcutlarını toplamak ve toplamı iki sınıfa bölmek suretiyle ortalama sınıf mevcudunu hesaplayabiliriz.

İlk sınıfta:
- 3 yaşında 13 çocuk
- 4 yaşında 20 çocuk
Toplam: 13 + 20 = 33 çocuk

İkinci sınıfta:
- 5 yaşında 15 çocuk
- 6 yaşında 22 çocuk
Toplam: 15 + 22 = 37 çocuk

Ortalama sınıf mevcudu:
(33 çocuk + 37 çocuk) / 2 sınıf = 70 çocuk / 2 sınıf = 35 çocuk

Ortalama sınıf mevcudu 35 çocuktur.","{""type"": ""Ortalama Hesaplama Problemi"", ""explanation"": ""Bu soru, iki farklı yaş grubunun sınıflara nasıl dağıtıldığını veriyor ve her iki sınıfın toplam öğrenci sayıları bu yaş grupları üzerinden hesaplanarak ortalama sınıf mevcudu isteniyor. Sorunun özü, sayısal verilerin kombinasyonu ile ortalamayı hesaplamaktır.""}"
"Maya'nın organizasyonu, kilise korosu için para toplamak amacıyla haftalık bir çiftçi pazarına ev sahipliği yaptı. Brokoli, havuç, ıspanak ve karnabahar sattılar. Maya, tüm kazançlarını topladıktan sonra 380 dolar kazandıklarını öğrendi. Organizasyon brokoliden 57 dolar kazanmıştır ve havuç satışları brokoli satışlarının iki katıdır. Ispanak satışları ise havuç satışlarının yarısından 16 dolar daha fazladır. Karnabahar satışlarından ne kadar kazanmışlardır?","Öncelikle brokoli satışlarını biliyoruz: 57 dolar. Havuç satışları brokoli satışlarının iki katı olduğuna göre, havuç satışları 57 x 2 = 114 dolar.

Ispanak satışları ise havuç satışlarının yarısından 16 dolar daha fazla. Havuç satışlarının yarısı 114 / 2 = 57 dolardır. Bu durumda ıspanak satışları 57 + 16 = 73 dolar.

Tüm kazanç 380 dolar olduğuna göre, karnabahar satışlarını hesaplamak için tüm kazançlardan brokoli, havuç ve ıspanak satışlarını çıkarabiliriz:
380 - 57 - 114 - 73 = 136 dolar.

Sonuç olarak, karnabahar satışlarından 136 dolar kazanmışlardır.","{""type"": ""word problem"", ""explanation"": ""Bu soru, belirli ürünlerin satışlarından elde edilen kazançlarla ilgili matematiksel ilişkileri ve toplam kazancı kullanarak karnabahar satışlarından ne kadar kazanıldığını bulmayı gerektiren bir kelime problemidir.""}"
Cody'nin toplam 100.000 adım atması halinde kendisine indirim sağlayacak bir sigorta planı var. İlk hafta günde 1.000 adım atıyor.  Günlük adım sayısını her hafta 1.000 artırıyor.  4 hafta sonra adım hedefinden ne kadar uzakta olacaktır?,"İlk hafta günde 1.000 adım atan Cody, ikinci hafta günde 2.000 adım, üçüncü hafta günde 3.000 adım ve dördüncü hafta günde 4.000 adım atar. Şimdi her hafta attığı toplam adımları hesaplayalım:

- İlk hafta: 1.000 adım/gün × 7 gün = 7.000 adım
- İkinci hafta: 2.000 adım/gün × 7 gün = 14.000 adım
- Üçüncü hafta: 3.000 adım/gün × 7 gün = 21.000 adım
- Dördüncü hafta: 4.000 adım/gün × 7 gün = 28.000 adım

Bu dört haftada attığı toplam adım sayısı:
7.000 + 14.000 + 21.000 + 28.000 = 70.000 adım

Hedefi 100.000 adım olduğuna göre, 70.000 adımdan sonra ne kadar daha adım atması gerektiğini bulmak için 100.000'den 70.000'i çıkaralım:
100.000 - 70.000 = 30.000 adım

Cody, adım hedefinden 30.000 adım uzakta olacaktır.","{""type"": ""aritmetik dizi problemi"", ""explanation"": ""Bu soru, düzenli bir şekilde artış gösteren bir dizi içerisindeki toplam adım sayısını hesaplamayı içerir. Cody'nin attığı adımlar haftalık olarak belirli bir kurala göre artmaktadır ve bu artış bir aritmetik dizi oluşturur. Verilen toplam adım sayısı ve artış miktarlarıyla dizinin toplamını hesaplama gerektirir.""}"
"Bir ahırdaki ineklerin boğalara oranı 10:27'dir. Çiftlikte 555 sığır varsa, çiftlikte kaç boğa vardır?","Çiftlikte toplam 555 sığır var ve ineklerin boğalara oranı 10:27. Bu durumda, toplam oran (10+27=) 37'dir.

Çiftlikteki boğaların sayısını bulmak için:
1. Toplam sığır sayısını (555) toplam orana (37) böl.
2. Sonucu boğaların oranıyla (27) çarp.

Hesaplama:
555 / 37 = 15 (Her birim oran başına sığır sayısı)
15 * 27 = 405

Çiftlikte 405 boğa vardır.","{""type"": ""orantı ve oran"", ""explanation"": ""Bu soru oran ve orantı kullanılarak çözülmesi gereken bir matematik problemidir. İneklerin boğalara oranı verildiği ve toplam sığır sayısı bilindiği için, bu oranı kullanarak boğaların sayısını bulmamız gerekiyor.""}"
"Monica bir sınav için çalışıyor. Çarşamba günü 2 saat, Perşembe günü ise bunun üç katı kadar çalıştı. Cuma günü Monica Perşembe günü çalıştığının yarısı kadar çalıştı. Hafta sonu boyunca (iki gün) Monica Çarşamba, Perşembe ve Cuma günlerinin toplamı kadar tekrar çalıştı. Beş gün boyunca toplam ne kadar zaman çalışmıştır?","Monica'nın beş gün boyunca toplam çalıştığı zamanı hesaplayalım:

- Çarşamba: 2 saat.
- Perşembe: 2 saat * 3 = 6 saat.
- Cuma: 6 saat / 2 = 3 saat.
- Hafta sonu (iki gün): Çarşamba, Perşembe ve Cuma toplamı kadar, yani 2 + 6 + 3 = 11 saat.

Hafta sonu boyunca 11 saat çalıştığına göre, toplam 5 gün boyunca:

2 (Çarşamba) + 6 (Perşembe) + 3 (Cuma) + 11 (Hafta sonu) = 22 saat çalışmıştır.

Sonuç olarak, Monica beş gün boyunca toplam 22 saat çalışmıştır.","{""type"": ""aritmetik problem"", ""explanation"": ""Bu soru, belirli günlerdeki çalışma süreleri verildiğinde toplam çalışma süresinin hesaplanmasını gerektiren bir aritmetik problemdir. Temel olarak verilen günlük çalışma sürelerinin toplamını bulmak için toplama işlemleri yapılmaktadır.""}"
"Mary, Edna ve Lucy her Cumartesi antrenman yapan atletler. Mary bir Cumartesi günü 24 kilometrelik bir alanın 3/8'ini koştu. Edna, Edna'nın koştuğu mesafenin 2/3'ünü, Lucy ise Edna'nın koştuğu mesafenin 5/6'sını koşmuştur. Lucy, Mary ile aynı mesafeyi kat etmek için kaç kilometre daha koşmalıdır?","Mary, 24 kilometrelik alanın 3/8'ini koştuğuna göre, koştuğu mesafe:

\( 24 \times \frac{3}{8} = 9 \) kilometre.

Eda, Mary'nin koştuğu mesafenin 2/3'ünü koştuğuna göre:

\( 9 \times \frac{2}{3} = 6 \) kilometre.

Lucy, Edna'nın koştuğu mesafenin 5/6'sını koştuğuna göre:

\( 6 \times \frac{5}{6} = 5 \) kilometre.

Mary ile aynı mesafeyi kat etmek (9 kilometre) için Lucy'nin şu anki koştuğu mesafe olan 5 kilometreye eklenmesi gereken mesafe:

\( 9 - 5 = 4 \) kilometredir.

Lucy, Mary ile aynı mesafeyi kat etmek için 4 kilometre daha koşmalıdır.","{""type"": ""probleme dayalı"", ""explanation"": ""Bu soru, matematiksel bir problem çözmeyi gerektirir ve oranlarla birlikte bir mesafe hesaplamasını içerir. Problemi çözmek için oranları hesaplayarak her bir kişinin koştuğu mesafenin bulunması ve aralarındaki farkın belirlenmesi gerekir.""}"
"Beş yetişkin ve iki çocuk bir film izlemeye gider ve 12 $ değerinde imtiyaz satın alır. Her bir çocuğun bileti 7 dolarsa, yetişkin biletleri dolar cinsinden ne kadardır?","İki çocuğun biletleri toplamda \(2 \times 7 = 14\) dolara mal olur. Beş yetişkinin biletlerine X dolar diyelim. Toplam masraf, imtiyazlar dahil, şu şekildedir:

\[5X + 14 + 12\]

Bu toplam maliyetin belirli bir miktarına eşit olması gerekir, ancak soruda bu toplam maliyet belirtilmemiş. Bu nedenle sadece yetişkin biletlerin toplam maliyetine odaklanmalıyız. Elde edilebilecek başka bir bilgi veya tam maliyet verilmedikçe yetişkin bilet fiyatını bulamayız. Lütfen daha fazla bilgi sağlamak için soruyu kontrol edin.","{""type"": ""algebra"", ""explanation"": ""Bu soru, çocuk biletleri ve toplam imtiyaz maliyeti üzerinden yetişkin biletlerinin maliyetini çıkarma gerektiren bir cebir problemidir. Verilen bilgilerle, yetişkin biletlerinin maliyetini bulmak için cebirsel bir denklem kurmak ve çözmek gerekir.""}"
Betty sebze bahçesinde yaban havucu yetiştiriyor. Yaban havuçları büyüdüğünde hasat ediliyor ve her biri 20 yaban havucu alabilen kutulara dolduruluyor. Her hasatta kutuların dörtte üçü doluyor ve kalan kutular yarı yarıya doluyor. Her hasatta ortalama 20 kutu alıyor. Betty ortalama bir hasatta kaç yaban havucu yetiştiriyor?,Betty ortalama bir hasatta 340 yaban havucu yetiştiriyor.,"{""type"": ""word problem"", ""explanation"": ""Bu soru bir kelime problemi türündedir çünkü gerçek dünya bağlamında verilen bilgilere dayalı sayısal hesaplamalar gerektirir. Yaban havuçlarının sayısını bulmak için verilen bilgiler üzerine mantık yürütülerek çeşitli aritmetik işlemler yapılmalıdır.""}"
